id,question,value,milliseconds,created,nquestions,expert_id,object_id
6976,CEP,false,9051,2017-03-17 17:50:07.729914+00,4,9,517
6977,LPV,true,11394,2017-03-17 17:50:20.023533+00,3,9,469
6978,LPV,false,9409,2017-03-17 17:50:30.306619+00,3,9,798
6979,LPV,false,2367,2017-03-17 17:50:33.524878+00,2,9,806
6980,EB,false,2624,2017-03-17 17:50:36.989705+00,4,9,567
6981,RRLYR,false,23437,2017-03-17 17:52:29.205333+00,3,9,269
6982,EB,true,32924,2017-03-17 17:53:03.843162+00,4,9,686
6983,EB,false,7220,2017-03-17 17:53:11.955224+00,4,9,517
6984,EB,true,2224,2017-03-17 17:53:15.235499+00,1,9,579
6985,CEP,false,4668,2017-03-17 17:53:20.722463+00,4,9,519
6986,EB,false,3721,2017-03-17 17:53:25.430119+00,4,9,594
6987,CEP,false,4078,2017-03-17 17:53:30.334344+00,4,9,511
6988,LPV,true,9195,2017-03-17 17:53:40.28971+00,1,9,659
6989,RRLYR,true,6342,2017-03-17 17:53:47.547608+00,3,9,244
6990,LPV,false,7569,2017-03-17 17:53:56.713991+00,4,9,686
6991,LPV,false,6403,2017-03-17 17:54:04.124515+00,4,9,214
6992,CEP,true,11164,2017-03-17 17:54:16.117473+00,4,9,44
6993,EB,false,49027,2017-03-17 17:55:06.18594+00,3,9,233
6994,CEP,false,4414,2017-03-17 17:55:11.531812+00,4,9,128
6995,CEP,false,2910,2017-03-17 17:55:15.30428+00,2,9,6
6996,RRLYR,false,3451,2017-03-17 17:55:19.738428+00,4,9,214
6997,CEP,false,5709,2017-03-17 17:55:26.276228+00,4,9,613
6998,CEP,false,4027,2017-03-17 17:55:31.348444+00,4,9,637
6999,CEP,false,3397,2017-03-17 17:55:35.632694+00,4,9,201
7000,CEP,false,5013,2017-03-17 17:55:41.567589+00,1,9,821
7001,CEP,false,2341,2017-03-17 17:55:44.772965+00,4,9,714
7002,RRLYR,false,3636,2017-03-17 17:55:49.304719+00,1,9,338
7003,CEP,false,3613,2017-03-17 17:55:53.815788+00,2,9,822
7004,CEP,false,9146,2017-03-17 17:56:03.94114+00,2,9,393
7005,CEP,false,4162,2017-03-17 17:56:09.184335+00,3,9,551
7006,RRLYR,true,3678,2017-03-17 17:56:23.355547+00,2,9,193
7007,CEP,false,3166,2017-03-17 17:56:27.437322+00,4,9,78
7008,EB,true,2880,2017-03-17 17:56:31.129895+00,3,9,551
7009,EB,true,6182,2017-03-17 17:56:38.159928+00,1,9,636
7010,CEP,false,2220,2017-03-17 17:56:41.258626+00,3,9,121
7011,CEP,false,4613,2017-03-17 17:56:48.769595+00,4,9,642
7012,EB,true,2155,2017-03-17 17:56:51.785574+00,4,9,754
7013,EB,false,6895,2017-03-17 17:56:59.551997+00,4,9,601
7014,EB,false,2406,2017-03-17 17:57:02.85139+00,4,9,128
7015,LPV,false,3049,2017-03-17 17:57:07.343443+00,4,9,705
7016,RRLYR,false,21095,2017-03-17 17:57:29.347896+00,2,9,172
7017,EB,true,12350,2017-03-17 17:57:42.676342+00,4,9,642
7018,CEP,false,2607,2017-03-17 17:57:46.154912+00,4,9,786
7019,CEP,true,6111,2017-03-17 17:57:53.148082+00,4,9,688
7020,EB,true,5196,2017-03-17 17:57:59.229269+00,4,9,511
7021,CEP,true,26581,2017-03-17 17:58:26.702649+00,4,9,108
7022,CEP,true,25346,2017-03-17 17:58:53.071266+00,3,9,575
7023,EB,true,2062,2017-03-17 17:58:56.159114+00,4,9,78
7024,CEP,false,2794,2017-03-17 17:59:00.226858+00,1,9,135
7025,CEP,false,3029,2017-03-17 17:59:04.311478+00,4,9,116
7026,EB,false,3589,2017-03-17 17:59:08.829579+00,4,9,714
7027,EB,false,2213,2017-03-17 17:59:11.943542+00,4,9,786
7028,CEP,false,9429,2017-03-17 17:59:22.475+00,4,9,164
7029,RRLYR,false,2949,2017-03-17 17:59:26.430844+00,4,9,705
7030,EB,true,8807,2017-03-17 17:59:36.216965+00,4,9,164
7031,CEP,false,2179,2017-03-17 17:59:39.375778+00,3,9,285
7032,EB,false,3957,2017-03-17 17:59:44.235047+00,2,9,393
7033,CEP,false,6630,2017-03-17 17:59:59.736578+00,3,9,483
7034,LPV,false,2760,2017-03-17 18:00:03.915239+00,4,9,601
7035,LPV,true,2201,2017-03-17 18:00:07.169742+00,4,9,786
7036,CEP,false,6581,2017-03-17 18:00:14.699323+00,1,9,504
7037,EB,true,9213,2017-03-17 18:00:24.909202+00,4,9,116
7038,LPV,true,2944,2017-03-17 18:00:28.927929+00,4,9,714
7039,CEP,false,6528,2017-03-17 18:00:36.522835+00,3,9,97
7040,CEP,false,3263,2017-03-17 18:00:40.81255+00,2,9,740
7041,CEP,false,2203,2017-03-17 18:00:44.083474+00,4,9,766
7042,EB,true,4960,2017-03-17 18:00:50.028465+00,2,9,740
7043,LPV,false,2975,2017-03-17 18:00:54.259471+00,4,9,78
7044,CEP,false,28280,2017-03-17 18:01:23.54051+00,3,9,247
7045,CEP,true,8981,2017-03-17 18:01:33.923202+00,3,9,606
7046,EB,false,8535,2017-03-17 18:01:43.525413+00,4,9,688
7047,LPV,false,3397,2017-03-17 18:01:47.906193+00,4,9,128
7048,LPV,false,5480,2017-03-17 18:01:54.924077+00,4,9,688
7049,EB,true,3361,2017-03-17 18:01:59.690707+00,4,9,766
7050,CEP,true,12939,2017-03-17 18:02:13.975478+00,3,9,420
7051,CEP,true,5206,2017-03-17 18:02:20.125227+00,4,9,772
7052,CEP,true,16649,2017-03-17 18:02:37.737614+00,4,9,582
7053,LPV,false,7720,2017-03-17 18:02:46.578045+00,3,9,420
7054,LPV,true,8463,2017-03-17 18:03:02.330009+00,4,9,164
7055,CEP,false,3977,2017-03-17 18:03:08.143292+00,4,9,774
7056,EB,false,4871,2017-03-17 18:03:13.940127+00,3,9,247
7057,CEP,false,7831,2017-03-17 18:03:22.742163+00,2,9,29
7058,LPV,false,4205,2017-03-17 18:03:29.755544+00,4,9,511
7059,CEP,false,3209,2017-03-17 18:03:34.395216+00,3,9,52
7060,CEP,false,5273,2017-03-17 18:03:40.641946+00,4,9,315
7062,CEP,false,2558,2017-03-17 18:04:08.969416+00,2,9,192
7064,LPV,false,2363,2017-03-17 18:04:18.939758+00,4,9,567
7066,CEP,false,2903,2017-03-17 18:04:48.943961+00,2,9,372
7068,RRLYR,true,2456,2017-03-17 18:04:55.944767+00,4,9,567
7070,EB,false,4482,2017-03-17 18:05:07.423535+00,4,9,502
7071,EB,false,4686,2017-03-17 18:05:13.060448+00,4,9,280
7072,EB,false,2850,2017-03-17 18:05:16.800891+00,4,9,178
7076,EB,false,3719,2017-03-17 18:05:32.74481+00,4,9,772
7077,CEP,false,8335,2017-03-17 18:05:42.704568+00,2,9,609
7078,CEP,false,4450,2017-03-17 18:05:48.949485+00,4,9,202
7079,CEP,false,3514,2017-03-17 18:05:53.588352+00,3,9,409
7081,LPV,false,2587,2017-03-17 18:06:13.419154+00,3,9,52
7084,CEP,false,2638,2017-03-17 18:06:42.2144+00,4,9,818
7086,CEP,false,2180,2017-03-17 18:06:53.349006+00,4,9,48
7087,CEP,false,5198,2017-03-17 18:06:59.544481+00,3,9,254
7088,EB,true,2342,2017-03-17 18:07:02.895453+00,3,9,254
7089,EB,false,2709,2017-03-17 18:07:07.022632+00,2,9,526
7091,RRLYR,true,3056,2017-03-17 18:07:32.909608+00,3,9,52
7061,LPV,true,23574,2017-03-17 18:04:05.314386+00,3,9,291
7063,EB,false,5383,2017-03-17 18:04:15.350573+00,4,9,108
7065,LPV,true,24233,2017-03-17 18:04:44.299154+00,4,9,108
7067,LPV,false,2486,2017-03-17 18:04:52.499534+00,4,9,754
7069,CEP,true,4618,2017-03-17 18:05:01.542939+00,4,9,502
7073,RRLYR,false,2089,2017-03-17 18:05:20.128105+00,4,9,78
7074,CEP,false,2777,2017-03-17 18:05:23.901831+00,3,9,764
7075,EB,false,3116,2017-03-17 18:05:28.001895+00,3,9,483
7080,EB,false,14940,2017-03-17 18:06:09.762859+00,3,9,16
7082,EB,false,10846,2017-03-17 18:06:25.287474+00,3,9,103
7083,CEP,true,12149,2017-03-17 18:06:38.450201+00,4,9,728
7085,EB,false,6844,2017-03-17 18:06:50.068434+00,4,9,818
7090,EB,true,7057,2017-03-17 18:07:28.858942+00,2,9,666
7092,EB,false,36814,2017-03-17 18:08:11.160915+00,3,9,606
7093,CEP,true,8889,2017-03-17 18:08:21.263474+00,4,9,638
7094,LPV,false,4085,2017-03-17 18:08:26.399825+00,3,9,606
7095,LPV,false,2704,2017-03-17 18:08:30.132358+00,4,9,772
7096,RRLYR,false,4546,2017-03-17 18:08:35.697296+00,3,9,291
7097,LPV,false,6043,2017-03-17 18:08:42.939563+00,4,9,178
7098,LPV,false,2770,2017-03-17 18:08:46.733012+00,2,9,29
7099,CEP,false,2403,2017-03-17 18:08:50.218266+00,3,9,610
7100,LPV,false,3097,2017-03-17 18:08:54.368739+00,2,9,759
7101,EB,true,3923,2017-03-17 18:08:59.514204+00,3,9,121
7102,LPV,false,5262,2017-03-17 18:09:05.783041+00,4,9,502
7103,EB,false,4557,2017-03-17 18:09:11.543611+00,1,9,266
7104,LPV,false,3176,2017-03-17 18:09:15.848134+00,4,9,116
7105,CEP,false,4827,2017-03-17 18:09:22.15505+00,3,9,497
7106,LPV,false,7754,2017-03-17 18:09:30.914486+00,2,9,123
7107,CEP,false,5022,2017-03-17 18:09:36.978923+00,4,9,332
7108,LPV,true,36577,2017-03-17 18:10:14.549726+00,4,9,280
7109,CEP,false,2740,2017-03-17 18:10:18.972596+00,2,9,479
7110,CEP,true,10147,2017-03-17 18:10:30.355338+00,4,9,157
7111,EB,false,2403,2017-03-17 18:10:34.06591+00,1,9,491
7112,EB,false,2423,2017-03-17 18:10:37.839226+00,3,9,708
7113,LPV,false,2065,2017-03-17 18:10:41.03793+00,3,9,708
7114,CEP,false,30466,2017-03-17 18:11:12.702878+00,1,9,522
7115,LPV,false,1834,2017-03-17 18:11:15.851673+00,3,9,610
7116,LPV,false,2064,2017-03-17 18:11:19.082488+00,4,9,818
7117,RRLYR,true,4046,2017-03-17 18:11:24.325152+00,1,9,190
7118,LPV,false,2206,2017-03-17 18:11:27.846611+00,1,9,171
7119,RRLYR,true,2285,2017-03-17 18:11:31.382143+00,4,9,178
7120,CEP,false,4839,2017-03-17 18:11:37.356146+00,4,9,93
7121,RRLYR,true,2116,2017-03-17 18:11:40.828453+00,4,9,818
7122,CEP,false,55165,2017-03-17 18:12:37.425556+00,3,9,454
7123,LPV,false,2001,2017-03-17 18:12:40.569741+00,1,9,498
7124,EB,true,7505,2017-03-17 18:12:49.469304+00,3,9,111
7125,CEP,false,10488,2017-03-17 18:13:01.055343+00,4,9,289
7126,CEP,false,2430,2017-03-17 18:13:04.748112+00,3,9,793
7127,EB,false,7277,2017-03-17 18:13:13.129183+00,4,9,332
7128,CEP,true,6876,2017-03-17 18:13:21.107838+00,3,9,727
7129,EB,true,4898,2017-03-17 18:13:43.473891+00,2,9,479
7130,EB,false,2211,2017-03-17 18:13:46.847957+00,3,9,159
7131,CEP,false,7275,2017-03-17 18:13:55.313197+00,3,9,801
7132,CEP,false,2858,2017-03-17 18:13:59.33085+00,1,9,625
7133,CEP,false,2271,2017-03-17 18:14:02.761234+00,4,9,308
7134,RRLYR,true,2129,2017-03-17 18:14:06.482127+00,2,9,192
7135,CEP,false,41804,2017-03-17 18:14:49.532847+00,3,9,467
7136,RRLYR,false,2333,2017-03-17 18:14:53.415648+00,3,9,610
7137,EB,false,6654,2017-03-17 18:15:01.45915+00,4,9,728
7138,CEP,true,12302,2017-03-17 18:15:14.910824+00,4,9,490
7139,EB,false,15755,2017-03-17 18:15:31.813448+00,4,9,157
7140,CEP,false,2627,2017-03-17 18:15:35.633399+00,3,9,7
7141,LPV,false,2495,2017-03-17 18:15:39.358446+00,1,9,799
7142,EB,false,8581,2017-03-17 18:15:49.321328+00,4,9,289
7143,EB,false,2261,2017-03-17 18:15:52.669282+00,4,9,490
7144,EB,true,2475,2017-03-17 18:15:56.212441+00,4,9,519
7145,RRLYR,true,47045,2017-03-17 18:16:44.41175+00,1,9,356
7146,EB,true,1813,2017-03-17 18:16:47.821557+00,2,9,444
7147,RRLYR,false,3472,2017-03-17 18:16:58.243486+00,1,9,605
7148,CEP,false,3869,2017-03-17 18:17:03.999467+00,4,9,577
7149,CEP,false,2227,2017-03-17 18:17:07.315676+00,1,9,312
7150,RRLYR,false,4572,2017-03-17 18:17:13.01199+00,2,9,444
7151,EB,false,5732,2017-03-17 18:17:19.904653+00,3,9,727
7152,LPV,false,1970,2017-03-17 18:17:23.037613+00,3,9,159
7153,EB,true,9003,2017-03-17 18:17:34.002674+00,3,9,335
7154,LPV,false,1939,2017-03-17 18:17:37.159037+00,3,9,184
7155,RRLYR,false,2786,2017-03-17 18:17:41.115054+00,3,9,727
7156,EB,true,1952,2017-03-17 18:17:44.305083+00,4,9,308
7157,CEP,false,12753,2017-03-17 18:17:58.308248+00,4,9,347
7158,EB,true,3422,2017-03-17 18:18:02.884482+00,2,9,573
7159,CEP,true,3729,2017-03-17 18:18:08.131714+00,4,9,166
7160,LPV,false,3667,2017-03-17 18:18:12.939449+00,4,9,157
7161,LPV,false,4054,2017-03-17 18:18:24.173506+00,4,9,308
7162,LPV,false,9463,2017-03-17 18:18:34.91198+00,3,9,467
7163,CEP,false,2586,2017-03-17 18:18:38.761996+00,4,9,514
7164,EB,true,7470,2017-03-17 18:18:47.482252+00,2,9,489
7165,EB,true,8813,2017-03-17 18:18:58.348646+00,4,9,93
7166,RRLYR,true,2458,2017-03-17 18:19:02.14359+00,3,9,184
7167,LPV,false,11302,2017-03-17 18:19:15.679731+00,2,9,573
7168,EB,false,1589,2017-03-17 18:19:19.000799+00,2,9,351
7169,LPV,false,1754,2017-03-17 18:19:21.885077+00,4,9,519
7170,LPV,true,4235,2017-03-17 18:19:27.344883+00,3,9,497
7171,CEP,false,4798,2017-03-17 18:19:34.007936+00,4,9,392
7172,EB,false,2213,2017-03-17 18:19:37.45608+00,3,9,187
7173,LPV,false,3919,2017-03-17 18:19:42.571982+00,3,9,764
7174,CEP,true,7078,2017-03-17 18:19:50.827337+00,3,9,484
7175,RRLYR,false,2514,2017-03-17 18:19:54.54208+00,3,9,497
7176,RRLYR,false,2722,2017-03-17 18:19:58.554916+00,4,9,754
7177,RRLYR,false,2803,2017-03-17 18:20:02.617491+00,4,9,157
7178,CEP,true,3438,2017-03-17 18:20:08.030011+00,3,9,346
7179,LPV,true,8746,2017-03-17 18:20:19.00542+00,4,9,490
7180,CEP,false,66594,2017-03-17 18:21:27.143814+00,1,9,549
7181,CEP,false,2596,2017-03-17 18:21:31.013365+00,3,9,777
7182,LPV,false,1925,2017-03-17 18:21:34.181359+00,3,9,777
7183,EB,false,21821,2017-03-17 18:21:57.435915+00,4,9,347
7185,EB,false,3872,2017-03-17 18:22:06.101626+00,4,9,166
7186,LPV,false,1863,2017-03-17 18:22:09.309234+00,4,9,166
7188,CEP,true,4109,2017-03-17 18:22:20.378474+00,3,9,209
7189,LPV,false,14281,2017-03-17 18:22:36.12739+00,4,9,728
7190,RRLYR,false,3725,2017-03-17 18:22:41.130716+00,4,9,166
7194,RRLYR,false,1740,2017-03-17 18:23:16.672878+00,3,9,764
7195,LPV,false,3054,2017-03-17 18:23:21.053099+00,2,9,765
7200,EB,false,12153,2017-03-17 18:24:01.823022+00,4,9,44
7202,EB,false,2372,2017-03-17 18:24:09.618852+00,4,9,201
7205,LPV,false,2367,2017-03-17 18:24:20.174549+00,4,9,642
7207,CEP,false,36661,2017-03-17 18:25:02.127456+00,4,9,288
7184,RRLYR,true,1976,2017-03-17 18:22:00.925259+00,3,9,777
7187,CEP,false,4078,2017-03-17 18:22:14.842078+00,4,9,499
7191,LPV,false,2443,2017-03-17 18:22:44.909431+00,2,9,489
7192,CEP,false,3959,2017-03-17 18:22:50.2985+00,4,9,306
7193,CEP,true,8406,2017-03-17 18:23:13.760066+00,4,9,252
7196,EB,true,2323,2017-03-17 18:23:24.612384+00,4,9,613
7197,EB,true,2035,2017-03-17 18:23:28.134482+00,4,9,514
7198,LPV,false,10363,2017-03-17 18:23:39.803428+00,4,9,514
7199,LPV,true,6179,2017-03-17 18:23:47.278997+00,3,9,801
7201,RRLYR,false,2778,2017-03-17 18:24:06.0063+00,4,9,514
7203,EB,true,2309,2017-03-17 18:24:13.115723+00,2,9,747
7204,LPV,true,2320,2017-03-17 18:24:16.605751+00,3,9,793
7206,CEP,false,2727,2017-03-17 18:24:24.173624+00,3,9,602
7208,EB,false,2854,2017-03-17 18:25:06.332382+00,3,9,532
7209,LPV,false,1995,2017-03-17 18:25:09.552733+00,3,9,187
7210,EB,false,2974,2017-03-17 18:25:13.875969+00,4,9,306
7211,CEP,false,2350,2017-03-17 18:25:17.580267+00,3,9,743
7212,LPV,false,4155,2017-03-17 18:25:23.81116+00,1,9,634
7213,LPV,true,6781,2017-03-17 18:25:37.812421+00,3,9,532
7214,RRLYR,false,2821,2017-03-17 18:25:41.92052+00,4,9,116
7215,CEP,false,2149,2017-03-17 18:25:45.371527+00,3,9,462
7216,RRLYR,false,3048,2017-03-17 18:25:49.702954+00,4,9,728
7217,EB,false,3199,2017-03-17 18:25:54.159762+00,4,9,252
7218,RRLYR,true,2517,2017-03-17 18:25:57.907828+00,1,9,515
7219,LPV,false,16456,2017-03-17 18:26:15.656271+00,4,9,347
7220,CEP,false,3219,2017-03-17 18:26:20.282169+00,3,9,318
7221,LPV,true,3107,2017-03-17 18:26:24.632599+00,4,9,306
7222,RRLYR,false,1999,2017-03-17 18:26:27.786442+00,3,9,543
7223,CEP,false,1912,2017-03-17 18:26:31.035615+00,2,9,685
7224,RRLYR,false,2039,2017-03-17 18:26:34.295479+00,3,9,469
7225,LPV,false,3142,2017-03-17 18:26:38.66065+00,4,9,93
7226,EB,true,2025,2017-03-17 18:26:42.14757+00,1,9,384
7227,CEP,false,8825,2017-03-17 18:28:10.312638+00,3,9,57
7228,CEP,false,19382,2017-03-17 18:28:31.092484+00,4,9,553
7229,EB,false,3236,2017-03-17 18:28:35.72625+00,4,9,288
7230,EB,false,17520,2017-03-17 18:28:54.62421+00,3,9,559
7231,CEP,false,2402,2017-03-17 18:28:58.641424+00,2,9,513
7232,RRLYR,false,2753,2017-03-17 18:29:02.829056+00,3,9,121
7233,EB,false,2371,2017-03-17 18:29:06.988121+00,3,9,318
7234,LPV,false,2129,2017-03-17 18:29:10.434927+00,4,9,613
7235,EB,false,2613,2017-03-17 18:29:14.422291+00,4,9,553
7236,CEP,false,2868,2017-03-17 18:29:19.232352+00,2,9,76
7237,LPV,false,2183,2017-03-17 18:29:22.818095+00,2,9,609
7238,EB,false,4062,2017-03-17 18:29:28.280456+00,2,9,685
7239,EB,false,13041,2017-03-17 18:29:49.236035+00,3,9,454
7240,CEP,false,2039,2017-03-17 18:29:53.481522+00,3,9,282
7241,EB,true,2418,2017-03-17 18:29:57.989708+00,3,9,743
7242,LPV,false,5698,2017-03-17 18:30:05.120357+00,1,9,709
7243,LPV,false,2447,2017-03-17 18:30:09.089125+00,3,9,559
7244,RRLYR,false,2265,2017-03-17 18:30:12.668726+00,4,9,280
7245,LPV,true,10413,2017-03-17 18:30:24.776952+00,4,9,553
7246,LPV,false,3827,2017-03-17 18:30:30.130716+00,4,9,44
7247,RRLYR,false,2103,2017-03-17 18:30:34.251692+00,3,9,793
7248,EB,false,2733,2017-03-17 18:30:38.413205+00,3,9,761
7249,LPV,false,2463,2017-03-17 18:30:42.31228+00,2,9,641
7250,CEP,false,3524,2017-03-17 18:30:48.039984+00,3,9,788
7251,LPV,false,2337,2017-03-17 18:30:52.084032+00,2,9,76
7252,RRLYR,false,1836,2017-03-17 18:30:55.451736+00,3,9,743
7253,LPV,false,4473,2017-03-17 18:35:01.382771+00,3,9,761
7254,CEP,false,1961,2017-03-17 18:35:05.182957+00,4,9,219
7255,CEP,false,2888,2017-03-17 18:35:09.73776+00,2,9,671
7256,LPV,false,3264,2017-03-17 18:35:30.684226+00,1,9,756
7257,CEP,false,11606,2017-03-17 18:35:44.02528+00,4,9,713
7258,EB,true,2519,2017-03-17 18:35:48.003354+00,3,9,448
7259,EB,true,1583,2017-03-17 18:35:51.338199+00,4,9,270
7260,LPV,true,4474,2017-03-17 18:35:58.815086+00,2,9,671
7261,LPV,false,2247,2017-03-17 18:36:02.57501+00,4,9,270
7262,EB,false,6683,2017-03-17 18:36:11.431048+00,3,9,282
7263,RRLYR,true,2154,2017-03-17 18:36:15.324649+00,3,9,282
7264,RRLYR,false,3142,2017-03-17 18:36:20.53919+00,3,9,761
7265,CEP,true,5040,2017-03-17 18:36:27.206336+00,4,9,689
7266,EB,false,4389,2017-03-17 18:36:34.218127+00,3,9,73
7267,EB,false,2854,2017-03-17 18:36:46.506721+00,4,9,219
7268,EB,true,2359,2017-03-17 18:36:52.22607+00,3,9,722
7269,LPV,false,2487,2017-03-17 18:36:56.885469+00,3,9,448
7270,CEP,false,10788,2017-03-17 18:37:09.798698+00,3,9,456
7271,RRLYR,false,2221,2017-03-17 18:37:14.231947+00,4,9,44
7272,CEP,false,2047,2017-03-17 18:37:19.390958+00,4,9,597
7273,CEP,true,12572,2017-03-17 18:37:34.392732+00,1,9,34
7274,CEP,false,8092,2017-03-17 18:37:44.121227+00,1,9,541
7275,CEP,false,2522,2017-03-17 18:37:49.399618+00,4,9,173
7276,EB,false,5597,2017-03-17 18:37:56.721491+00,4,9,689
7277,CEP,false,5282,2017-03-17 18:38:04.420292+00,3,9,439
7278,EB,true,4918,2017-03-17 18:38:11.97678+00,4,9,392
7279,CEP,true,2970,2017-03-17 18:38:16.980021+00,2,9,88
7280,CEP,false,2665,2017-03-17 18:38:21.337956+00,3,9,199
7281,EB,true,3119,2017-03-17 18:38:26.18968+00,4,9,202
7282,EB,false,2988,2017-03-17 18:38:30.883213+00,4,9,499
7283,LPV,true,6843,2017-03-17 18:38:39.366099+00,2,9,88
7284,LPV,false,3186,2017-03-17 18:38:44.052433+00,2,9,513
7285,LPV,false,2955,2017-03-17 18:38:49.410272+00,4,9,392
7286,LPV,false,3654,2017-03-17 18:38:55.100316+00,4,9,202
7287,LPV,true,3008,2017-03-17 18:38:59.839432+00,3,9,247
7288,RRLYR,false,1767,2017-03-17 18:39:04.42071+00,4,9,270
7289,EB,false,2967,2017-03-17 18:39:09.066945+00,4,9,597
7290,CEP,false,2932,2017-03-17 18:39:13.626984+00,4,9,155
7291,CEP,false,2227,2017-03-17 18:39:17.429128+00,4,9,317
7292,EB,false,2670,2017-03-17 18:39:22.551536+00,4,9,155
7293,EB,true,2042,2017-03-17 18:39:26.192202+00,4,9,173
7294,RRLYR,false,2170,2017-03-17 18:39:30.220016+00,3,9,318
7295,CEP,false,2880,2017-03-17 18:39:34.732178+00,2,9,206
7296,EB,false,12424,2017-03-17 18:39:56.203713+00,1,9,4
7297,EB,false,2752,2017-03-17 18:40:00.928354+00,4,9,317
7298,LPV,true,2632,2017-03-17 18:40:05.219705+00,4,9,289
7299,CEP,true,5649,2017-03-17 18:40:12.400961+00,4,9,507
7302,CEP,false,3978,2017-03-17 18:40:28.728653+00,3,9,815
7303,LPV,false,2259,2017-03-17 18:40:34.452036+00,3,9,722
7305,RRLYR,false,5255,2017-03-17 18:41:10.059163+00,4,9,392
7306,RRLYR,false,2792,2017-03-17 18:41:14.580451+00,4,9,202
7307,LPV,false,1889,2017-03-17 18:41:19.925218+00,4,9,201
7308,CEP,false,3604,2017-03-17 18:41:26.908596+00,3,9,290
7310,EB,false,4022,2017-03-17 18:41:38.892118+00,3,9,209
7311,RRLYR,false,5248,2017-03-17 18:41:46.252753+00,2,9,765
7312,LPV,false,3264,2017-03-17 18:41:51.114644+00,4,9,689
7313,LPV,false,1969,2017-03-17 18:41:54.646789+00,4,9,173
7314,EB,false,2318,2017-03-17 18:41:58.709704+00,3,9,199
7315,LPV,true,5073,2017-03-17 18:42:05.452937+00,3,9,73
7318,EB,false,2116,2017-03-17 18:42:19.827321+00,3,9,263
7320,EB,false,3879,2017-03-17 18:42:30.194548+00,3,9,290
7326,LPV,false,2233,2017-03-17 18:43:05.471348+00,3,9,263
7300,EB,false,2884,2017-03-17 18:40:16.783227+00,4,9,507
7301,LPV,false,2294,2017-03-17 18:40:22.406068+00,3,9,551
7304,CEP,false,8879,2017-03-17 18:40:45.053767+00,4,9,629
7309,EB,true,2570,2017-03-17 18:41:32.661118+00,3,9,56
7316,RRLYR,false,2810,2017-03-17 18:42:09.922307+00,4,9,173
7317,EB,true,4457,2017-03-17 18:42:16.015286+00,4,9,577
7319,EB,false,3069,2017-03-17 18:42:24.593593+00,4,9,629
7321,LPV,true,2633,2017-03-17 18:42:34.640822+00,4,9,629
7322,LPV,false,2748,2017-03-17 18:42:39.335674+00,2,9,523
7323,CEP,false,3605,2017-03-17 18:42:45.100602+00,4,9,169
7324,LPV,false,5386,2017-03-17 18:42:52.363119+00,4,9,317
7325,LPV,false,7273,2017-03-17 18:43:01.515342+00,3,9,16
7327,RRLYR,false,2281,2017-03-17 18:43:09.58847+00,2,9,523
7328,CEP,true,2825,2017-03-17 18:43:14.67177+00,2,9,39
7329,LPV,false,2168,2017-03-17 18:43:19.465848+00,3,9,456
7330,CEP,false,6176,2017-03-17 18:43:27.149471+00,3,9,272
7331,CEP,true,5482,2017-03-17 18:43:41.704986+00,4,9,555
7332,LPV,false,2228,2017-03-17 18:43:45.553311+00,4,9,766
7333,EB,false,2693,2017-03-17 18:43:49.867539+00,4,9,169
7334,LPV,true,2476,2017-03-17 18:43:54.119372+00,4,9,369
7335,RRLYR,false,1895,2017-03-17 18:43:57.595218+00,4,9,629
7336,RRLYR,false,2128,2017-03-17 18:44:01.511219+00,3,9,16
7337,RRLYR,false,2369,2017-03-17 18:44:05.781327+00,4,9,553
7338,RRLYR,false,2757,2017-03-17 18:44:10.171501+00,2,9,759
7339,EB,false,6219,2017-03-17 18:44:18.184368+00,4,9,713
7340,LPV,false,2109,2017-03-17 18:44:22.277788+00,4,9,597
7341,CEP,true,3532,2017-03-17 18:44:27.275419+00,4,9,717
7342,EB,false,3821,2017-03-17 18:44:32.745958+00,2,9,307
7343,EB,true,8497,2017-03-17 18:44:52.912447+00,3,9,447
7344,EB,true,3759,2017-03-17 18:44:58.411413+00,1,9,303
7345,EB,true,4806,2017-03-17 18:45:04.998519+00,4,9,638
7346,EB,false,2951,2017-03-17 18:45:10.688102+00,3,9,558
7347,LPV,true,1836,2017-03-17 18:45:14.064028+00,3,9,558
7348,EB,true,2970,2017-03-17 18:45:19.486459+00,3,9,405
7349,CEP,false,2660,2017-03-17 18:45:23.732946+00,1,9,663
7350,LPV,false,2130,2017-03-17 18:45:27.52016+00,3,9,405
7351,RRLYR,false,2164,2017-03-17 18:45:31.386767+00,4,9,786
7352,CEP,false,3642,2017-03-17 18:45:36.828045+00,3,9,572
7353,EB,false,5626,2017-03-17 18:45:52.24809+00,4,9,555
7354,RRLYR,false,1698,2017-03-17 18:45:55.549891+00,2,9,382
7355,LPV,true,2153,2017-03-17 18:45:59.179901+00,4,9,517
7356,LPV,false,2760,2017-03-17 18:46:04.496783+00,4,9,577
7357,RRLYR,false,8930,2017-03-17 18:46:15.113126+00,3,9,437
7358,LPV,false,2886,2017-03-17 18:46:19.635979+00,4,9,555
7359,LPV,true,16112,2017-03-17 18:46:37.456109+00,2,9,729
7360,RRLYR,false,6994,2017-03-17 18:46:45.940673+00,4,9,347
7361,CEP,false,2619,2017-03-17 18:47:01.816348+00,1,9,590
7362,LPV,false,3320,2017-03-17 18:47:06.73062+00,3,9,815
7363,CEP,true,3417,2017-03-17 18:47:11.667863+00,3,9,64
